Weapon,Hash,Perks,PerkHashes,Tags,Notes,Name,Description
"Cataphract GL3 (Adept)","874623537","Proximity Grenades | Full Court | Full Court | Quick Launch | Quick Launch | Impulse Amplifier | Proximity Grenades | Impulse Amplifier","137682932|1905598698|2888557110|3250572790|3525010810|3878366039|409831596|951095735","GodPVP","","Cataphract GL3 PVP God Roll","Barrel: Quick Launch
Magazine: Proximity Grenades
Perk 1: Impulse Amplifier
Perk 2: Full Court
Masterwork: Velocity"
"Bitter/Sweet","2599338625","Perpetual Motion | Perpetual Motion | Envious Arsenal | Bait and Switch | Spike Grenades | Bait and Switch | Envious Arsenal | Spike Grenades | Hard Launch | Hard Launch","1428297954|2014892510|2817499044|3078487919|3301904089|3744057135|3987942396|409713597|564443854|981914802","GodPVE","","Bitter/Sweet PVE God Roll","Barrel: Hard Launch
Magazine: Spike Grenades
Perk 1: Envious Arsenal (also good: Perpetual Motion)
Perk 2: Bait and Switch
Masterwork: Velocity"
"Bitter/Sweet","2599338625","Proximity Grenades | Perpetual Motion | Perpetual Motion | Reverberation | Killing Tally | Frenzy | Quick Launch | Quick Launch | Proximity Grenades | Frenzy | Killing Tally | Reverberation","137682932|1428297954|2014892510|2167611941|2896748467|3007133316|3250572790|3525010810|409831596|4104185692|557221067|563069569","GodPVP","","Bitter/Sweet PVP God Roll","Barrel: Quick Launch
Magazine: Proximity Grenades
Perk 1: Perpetual Motion (also good: Reverberation)
Perk 2: Frenzy (also good: Killing Tally)
Masterwork: Velocity"
"Acosmic","413901114","Explosive Light | Clown Cartridge | Explosive Light | Quick Launch | Spike Grenades | Quick Launch | Clown Cartridge | Spike Grenades","2275087323|2284787283|3194351027|3250572790|3301904089|3525010810|3563868667|409713597","GodPVE","","Acosmic PVE God Roll","Barrel: Quick Launch
Magazine: Spike Grenades
Perk 1: Clown Cartridge
Perk 2: Explosive Light
Masterwork: Blast Radius"
"Acosmic","413901114","Proximity Grenades | Linear Compensator | Linear Compensator | Enlightened Action | Explosive Light | Collective Action | Wellspring | Explosive Light | Quick Launch | Collective Action | Quick Launch | Wellspring | Smart Drift Control | Enlightened Action | Impulse Amplifier | Proximity Grenades | Smart Drift Control | Impulse Amplifier","137682932|1441682018|1639399262|1771736209|2275087323|2562668800|2675361166|3194351027|3250572790|3324494224|3525010810|3592538738|3798852852|3828510309|3878366039|409831596|582768348|951095735","GodPVP","","Acosmic PVP God Roll","Barrel: Quick Launch or Linear Compensator (also good: Smart Drift Control)
Magazine: Proximity Grenades
Perk 1: Impulse Amplifier or Enlightened Action
Perk 2: Explosive Light or Collective Action (also good: Wellspring)
Masterwork: Velocity"
"Acosmic","425681240","Withering Gaze | Explosive Light | Clown Cartridge | Withering Gaze | Bait and Switch | Explosive Light | Quick Launch | Spike Grenades | Quick Launch | Clown Cartridge | Bait and Switch | Spike Grenades","1134488199|2275087323|2284787283|2904194311|3078487919|3194351027|3250572790|3301904089|3525010810|3563868667|3744057135|409713597","GodPVE","","Acosmic PVE God Roll","Barrel: Quick Launch
Magazine: Spike Grenades
Perk 1: Clown Cartridge or Withering Gaze
Perk 2: Bait and Switch or Explosive Light
Masterwork: Blast Radius"
"Acosmic","425681240","Proximity Grenades | Linear Compensator | Linear Compensator | Enlightened Action | Slickdraw | Slickdraw | Explosive Light | Explosive Light | Quick Launch | Quick Launch | Smart Drift Control | Enlightened Action | Impulse Amplifier | Proximity Grenades | Smart Drift Control | Impulse Amplifier","137682932|1441682018|1639399262|1771736209|1821614984|1942880504|2275087323|3194351027|3250572790|3525010810|3798852852|3828510309|3878366039|409831596|582768348|951095735","GodPVP","","Acosmic PVP God Roll","Barrel: Quick Launch or Linear Compensator (also good: Smart Drift Control)
Magazine: Proximity Grenades
Perk 1: Impulse Amplifier or Enlightened Action (also good: Slickdraw)
Perk 2: Explosive Light or Collective Action (also good: Wellspring)
Masterwork: Velocity"
"Refusal of the Call","3269398063","Close to Melee | Tempered Truss Rod | Close to Melee | Sword Logic | Slice | Swap Mag | Discord | Tempered Truss Rod | Sword Logic | Swap Mag | Discord | Slice","1782407750|1834828808|2241043034|31345821|3422796781|3721627275|3978468247|5699512|639190697|714384243|906981559|923806249","GodPVE","","Refusal of the Call PVE God Roll","Haft: Tempered Truss Rod
Magazine: Swap Mag
Perk 1: Discord (also good: Slice)
Perk 2: Sword Logic (also good: Close to Melee)
Masterwork: Handling
Origin Trait: Willing Vessel"
"Refusal of the Call","3269398063","Ballistic Tuning | Disruption Break | Ballistic Tuning | Disruption Break | Accurized Rounds | Accurized Rounds | Impulse Amplifier | Impulse Amplifier","1263609309|1683379515|2154730217|2216471363|3142289711|3267421167|3878366039|951095735","GodPVP","","Refusal of the Call PVP God Roll","Haft: Ballistic Tuning
Magazine: Accurized Rounds
Perk 1: Impulse Amplifier
Perk 2: Disruption Break
Masterwork: Range
Origin Trait: Willing Vessel"
"Refusal of the Call (Adept)","25228802","Close to Melee | Tempered Truss Rod | Close to Melee | Sword Logic | Slice | Swap Mag | Discord | Tempered Truss Rod | Sword Logic | Swap Mag | Discord | Slice","1782407750|1834828808|2241043034|31345821|3422796781|3721627275|3978468247|5699512|639190697|714384243|906981559|923806249","GodPVE","","Refusal of the Call PVE God Roll","Haft: Tempered Truss Rod
Magazine: Swap Mag
Perk 1: Discord (also good: Slice)
Perk 2: Sword Logic (also good: Close to Melee)
Masterwork: Handling
Origin Trait: Willing Vessel"
"Refusal of the Call (Adept)","25228802","Ballistic Tuning | Disruption Break | Ballistic Tuning | Disruption Break | Accurized Rounds | Accurized Rounds | Impulse Amplifier | Impulse Amplifier","1263609309|1683379515|2154730217|2216471363|3142289711|3267421167|3878366039|951095735","GodPVP","","Refusal of the Call PVP God Roll","Haft: Ballistic Tuning
Magazine: Accurized Rounds
Perk 1: Impulse Amplifier
Perk 2: Disruption Break
Masterwork: Range
Origin Trait: Willing Vessel"
"Rake Angle","2298039571","Appended Mag | Appended Mag | Stunning Recovery | Replenishing Aegis | Close to Melee | Rimestealer | Replenishing Aegis | Close to Melee | Rimestealer | Low-Impedance Windings | Chill Clip | Low-Impedance Windings | Chill Clip","1065371964|1087426260|1281216113|1592669035|1782407750|1955165503|1966281507|2241043034|2617553311|2713678205|2978966579|3355117577|344235611","GodPVE","","Rake Angle PVE God Roll","Haft: Low-Impedance Windings
Magazine: Appended Mag
Perk 1: Replenishing Aegis (also good: Rimestealer)
Perk 2: Chill Clip or Close to Melee
Masterwork: Reload Speed
Origin Trait: Stunning Recovery"
"Rake Angle","2298039571","Swashbuckler | Häkke Breach Armaments | Tempered Truss Rod | Swap Mag | Impulse Amplifier | Swashbuckler | Tempered Truss Rod | Swap Mag | Impulse Amplifier","1161469972|1607056502|1834828808|3721627275|3878366039|4082225868|5699512|714384243|951095735","GodPVP","","Rake Angle PVP God Roll","Haft: Tempered Truss Rod
Magazine: Swap Mag
Perk 1: Impulse Amplifier
Perk 2: Swashbuckler
Masterwork: Handling
Origin Trait: Hakke Breach Armaments"
"Rake Angle (Adept)","3997086838","Appended Mag | Appended Mag | Stunning Recovery | Replenishing Aegis | Close to Melee | Rimestealer | Replenishing Aegis | Close to Melee | Rimestealer | Low-Impedance Windings | Chill Clip | Low-Impedance Windings | Chill Clip","1065371964|1087426260|1281216113|1592669035|1782407750|1955165503|1966281507|2241043034|2617553311|2713678205|2978966579|3355117577|344235611","GodPVE","","Rake Angle PVE God Roll","Haft: Low-Impedance Windings
Magazine: Appended Mag
Perk 1: Replenishing Aegis (also good: Rimestealer)
Perk 2: Chill Clip or Close to Melee
Masterwork: Reload Speed
Origin Trait: Stunning Recovery"
"Rake Angle (Adept)","3997086838","Swashbuckler | Häkke Breach Armaments | Tempered Truss Rod | Swap Mag | Impulse Amplifier | Swashbuckler | Tempered Truss Rod | Swap Mag | Impulse Amplifier","1161469972|1607056502|1834828808|3721627275|3878366039|4082225868|5699512|714384243|951095735","GodPVP","","Rake Angle PVP God Roll","Haft: Tempered Truss Rod
Magazine: Swap Mag
Perk 1: Impulse Amplifier
Perk 2: Swashbuckler
Masterwork: Handling
Origin Trait: Hakke Breach Armaments"
"Lubrae's Ruin","2534546147","Alloy Magazine | Unstoppable Force | Low-Impedance Windings | Unstoppable Force | Low-Impedance Windings | Immovable Object | Surrounded | Immovable Object | Alloy Magazine | Surrounded","1431678320|2224838837|2713678205|3102670337|3355117577|3674673997|3708227201|3800201097|550838496|781192741","GodPVE","","Lubrae's Ruin PVE God Roll","Haft: Low-Impedance Windings
Magazine: Alloy Magazine
Perk 1: Immovable Object
Perk 2: Surrounded or Unstoppable Force
Masterwork: Shield Duration"
"Lubrae's Ruin","2534546147","Unstoppable Force | Killing Wind | Auxiliary Reserves | Unstoppable Force | Accurized Rounds | Accurized Rounds | Immovable Object | Immovable Object | Killing Wind | Auxiliary Reserves","2224838837|2450788523|2719770986|3102670337|3142289711|3267421167|3674673997|3800201097|4207509907|580685494","GodPVP","","Lubrae's Ruin PVP God Roll","Haft: Auxiliary Reserves
Magazine: Accurized Rounds
Perk 1: Immovable Object or Killing Wind
Perk 2: Unstoppable Force
Masterwork: Range"
"Lubrae's Ruin (Adept)","1466006054","Alloy Magazine | Unstoppable Force | Low-Impedance Windings | Unstoppable Force | Low-Impedance Windings | Immovable Object | Surrounded | Immovable Object | Alloy Magazine | Surrounded","1431678320|2224838837|2713678205|3102670337|3355117577|3674673997|3708227201|3800201097|550838496|781192741","GodPVE","","Lubrae's Ruin PVE God Roll","Haft: Low-Impedance Windings
Magazine: Alloy Magazine
Perk 1: Immovable Object
Perk 2: Surrounded or Unstoppable Force
Masterwork: Shield Duration"
"Lubrae's Ruin (Adept)","1466006054","Unstoppable Force | Killing Wind | Auxiliary Reserves | Unstoppable Force | Accurized Rounds | Accurized Rounds | Immovable Object | Immovable Object | Killing Wind | Auxiliary Reserves","2224838837|2450788523|2719770986|3102670337|3142289711|3267421167|3674673997|3800201097|4207509907|580685494","GodPVP","","Lubrae's Ruin PVP God Roll","Haft: Auxiliary Reserves
Magazine: Accurized Rounds
Perk 1: Immovable Object or Killing Wind
Perk 2: Unstoppable Force
Masterwork: Range"
"Backfang","267672635","Appended Mag | Appended Mag | Ballistic Tuning | Close to Melee | Desperate Measures | Ballistic Tuning | Close to Melee | Desperate Measures | Melee Momentum | Melee Momentum | Impulse Amplifier | Impulse Amplifier","1065371964|1087426260|1263609309|1782407750|2109543898|2154730217|2241043034|2799030358|2817677128|3773585912|3878366039|951095735","GodPVE","","Backfang PVE God Roll","Haft: Ballistic Tuning
Magazine: Appended Mag
Perk 1: Melee Momentum (also good: Impulse Amplifier)
Perk 2: Close to Melee (also good: Desperate Measures)
Masterwork: Range"
"Backfang","267672635","Swashbuckler | Ballistic Tuning | Close to Melee | Ballistic Tuning | Close to Melee | Accurized Rounds | Accurized Rounds | Impulse Amplifier | Swashbuckler | Impulse Amplifier","1161469972|1263609309|1782407750|2154730217|2241043034|3142289711|3267421167|3878366039|4082225868|951095735","GodPVP","","Backfang PVP God Roll","Haft: Ballistic Tuning
Magazine: Accurized Rounds
Perk 1: Impulse Amplifier
Perk 2: Swashbuckler or Close to Melee
Masterwork: Range or Handling"
"Zealot's Reward","2720651699","Fluted Barrel | Lead from Gold | Liquid Coils | Fluted Barrel | Controlled Burst | Controlled Burst | Liquid Coils | Auto-Loading Holster | Lead from Gold | Auto-Loading Holster","1124871858|1556840489|1687452232|1840239774|2037312142|2594592626|2777563320|3300816228|3442762221|3528046508","GodPVE","","Zealot's Reward PVE God Roll","Barrel: Fluted Barrel
Battery: Liquid Coils
Perk 1: Lead from Gold (also good: Auto-Loading Holster)
Perk 2: Controlled Burst
Masterwork: Stability"
"Zealot's Reward","2720651699","Under Pressure | Kickstart | Arrowhead Brake | Particle Repeater | Under Pressure | Particle Repeater | Kickstart | Arrowhead Brake","1645158859|1754714824|3048246338|3081681954|3755250867|3868766766|834262328|839105230","GodPVP","","Zealot's Reward PVP God Roll","Barrel: Arrowhead Brake
Battery: Particle Repeater
Perk 1: Under Pressure
Perk 2: Kickstart
Masterwork: Stability"
"VS Gravitic Arrest","93061497","Fluted Barrel | Withering Gaze | Fluted Barrel | Demolitionist | Chain Reaction | Repulsor Brace | Enhanced Battery | Withering Gaze | Demolitionist | Enhanced Battery | Chain Reaction | Repulsor Brace","1124871858|1134488199|1840239774|1906147653|2396489472|2541826827|2680121939|2904194311|3523296417|3839493627|598607952|776531651","GodPVE","","VS Gravitic Arrest PVE God Roll","Barrel: Fluted Barrel
Battery: Enhanced Battery
Perk 1: Repulsor Brace (also good: Demolitionist)
Perk 2: Withering Gaze (also good: Chain Reaction)
Masterwork: Handling"
"VS Gravitic Arrest","93061497","Closing Time | Extended Barrel | Under Pressure | Extended Barrel | Successful Warm-Up | Projection Fuse | Projection Fuse | Under Pressure | Closing Time | Successful Warm-Up","1194056669|1467527085|1645158859|1932356121|2652708987|2800182654|2969185026|3755250867|3955464425|617966211","GodPVP","","VS Gravitic Arrest PVP God Roll","Barrel: Extended Barrel
Battery: Projection Fuse
Perk 1: Under Pressure
Perk 2: Closing Time or Successful Warm-Up
Masterwork: Range or Stability"
"Scatter Signal","2558925366","Hatchling | Accelerated Coils | Controlled Burst | Controlled Burst | Overflow | Arrowhead Brake | Slice | Overflow | Accelerated Coils | Hatchling | Arrowhead Brake | Slice","102912326|1279785143|2037312142|2594592626|2682205016|3048246338|3422796781|3643424744|689005463|831391274|839105230|923806249","GodPVE","","Scatter Signal PVE God Roll","Barrel: Arrowhead Brake
Battery: Accelerated Coils
Perk 1: Overflow or Slice
Perk 2: Controlled Burst or Hatchling
Masterwork: Charge Time"
"Scatter Signal","2558925366","Encore | Perpetual Motion | Under-Over | Under-Over | Perpetual Motion | Projection Fuse | Adagio | Projection Fuse | Arrowhead Brake | Particle Repeater | Adagio | Particle Repeater | Encore | Arrowhead Brake","1195158366|1428297954|183938251|1870851715|2014892510|2800182654|2889515627|2969185026|3048246338|3081681954|3673922083|3868766766|838873202|839105230","GodPVP","","Scatter Signal PVP God Roll","Barrel: Arrowhead Brake
Battery: Particle Repeater or Projection Fuse
Perk 1: Perpetual Motion or Encore
Perk 2: Under-Over or Adagio
Masterwork: Range or Stability"
"PLUG ONE.1","3293524502","Fluted Barrel | Reservoir Burst | Reconstruction | Fluted Barrel | Controlled Burst | Reservoir Burst | Controlled Burst | Enhanced Battery | Enhanced Battery | Reconstruction","1124871858|1427256713|1523832109|1840239774|2037312142|254337357|2594592626|2680121939|3839493627|461595545","GodPVE","","PLUG ONE.1 PVE God Roll","Barrel: Fluted Barrel
Battery: Enhanced Battery
Perk 1: Reconstruction
Perk 2: Reservoir Burst (also good: Controlled Burst)
Masterwork: Handling"
"PLUG ONE.1","3293524502","Closing Time | Extended Barrel | Under Pressure | Extended Barrel | Projection Fuse | Projection Fuse | Under Pressure | Closing Time","1194056669|1467527085|1645158859|1932356121|2800182654|2969185026|3755250867|3955464425","GodPVP","","PLUG ONE.1 PVP God Roll","Barrel: Extended Barrel
Battery: Projection Fuse
Perk 1: Under Pressure
Perk 2: Closing Time
Masterwork: Range or Stability"
"PLUG ONE.1 (Adept)","3106557243","Fluted Barrel | Reservoir Burst | Reconstruction | Fluted Barrel | Controlled Burst | Reservoir Burst | Controlled Burst | Enhanced Battery | Enhanced Battery | Reconstruction","1124871858|1427256713|1523832109|1840239774|2037312142|254337357|2594592626|2680121939|3839493627|461595545","GodPVE","","PLUG ONE.1 PVE God Roll","Barrel: Fluted Barrel
Battery: Enhanced Battery
Perk 1: Reconstruction
Perk 2: Reservoir Burst (also good: Controlled Burst)
Masterwork: Handling"
"PLUG ONE.1 (Adept)","3106557243","Closing Time | Extended Barrel | Under Pressure | Extended Barrel | Projection Fuse | Projection Fuse | Under Pressure | Closing Time","1194056669|1467527085|1645158859|1932356121|2800182654|2969185026|3755250867|3955464425","GodPVP","","PLUG ONE.1 PVP God Roll","Barrel: Extended Barrel
Battery: Projection Fuse
Perk 1: Under Pressure
Perk 2: Closing Time
Masterwork: Range or Stability"
"Nox Sidereal IV","74733286","Wild Card | Fluted Barrel | Accelerated Coils | Stats for All | Reservoir Burst | Stats for All | Fluted Barrel | Demolitionist | Crystalline Corpsebloom | Clown Cartridge | Reservoir Burst | Crystalline Corpsebloom | Demolitionist | Clown Cartridge | Wild Card | Accelerated Coils","1050127423|1124871858|1279785143|1409206216|1427256713|1583705720|1840239774|1906147653|2078520142|2284787283|254337357|2922950962|3523296417|3563868667|501821599|689005463","GodPVE","","Nox Sidereal IV PVE God Roll","Barrel: Fluted Barrel
Battery: Accelerated Coils
Perk 1: Clown Cartridge or Demolitionist (also good: Stats For All)
Perk 2: Reservoir Burst or Crystalline Corpsebloom
Masterwork: Charge Time
Origin Trait: Wild Card"
"Monody-44","3201200906","Fluted Barrel | Accelerated Coils | Fluted Barrel | Destabilizing Rounds | Controlled Burst | Destabilizing Rounds | Attrition Orbs | Repulsor Brace | Controlled Burst | Discord | Accelerated Coils | Repulsor Brace | Discord | Attrition Orbs","1124871858|1279785143|1840239774|1926441324|2037312142|2048641572|243981275|2541826827|2594592626|3978468247|689005463|776531651|906981559|984655331","GodPVE","","Monody-44 PVE God Roll","Barrel: Fluted Barrel
Battery: Accelerated Coils
Perk 1: Attrition Orbs or Discord (also good: Repulsor Brace)
Perk 2: Controlled Burst or Destabilizing Rounds
Masterwork: Reload Speed"
"Monody-44","3201200906","Cornered | Withering Gaze | Closing Time | Smallbore | Cornered | Lone Wolf | Lone Wolf | Projection Fuse | Smallbore | Withering Gaze | Projection Fuse | Closing Time","1008128453|1134488199|1194056669|1482024992|1799762209|2073244114|2579169598|2800182654|2860123632|2904194311|2969185026|3955464425","GodPVP","","Monody-44 PVP God Roll","Barrel: Smallbore
Battery: Projection Fuse
Perk 1: Lone Wolf or Cornered
Perk 2: Closing Time or Withering Gaze
Masterwork: Range"
"Midha's Reckoning","3969066556","Cornered | Corkscrew Rifling | Reservoir Burst | Smallbore | Cornered | Reservoir Burst | Enhanced Battery | Smallbore | Unrelenting | Surrounded | Enhanced Battery | Corkscrew Rifling | Surrounded | Unrelenting","1008128453|111235976|1427256713|1482024992|1799762209|254337357|2680121939|2860123632|3108830275|3708227201|3839493627|4090651448|781192741|855168139","GodPVE","","Midha's Reckoning PVE God Roll","Barrel: Smallbore (also good: Corkscrew Rifling)
Battery: Enhanced Battery
Perk 1: Cornered (also good: Unrelenting)
Perk 2: Surrounded or Reservoir Burst
Masterwork: Reload Speed"
"Midha's Reckoning","3969066556","Extended Barrel | Backup Plan | Extended Barrel | Successful Warm-Up | Projection Fuse | Projection Fuse | Successful Warm-Up | Backup Plan","1467527085|1600092898|1932356121|2652708987|2800182654|2969185026|617966211|828056542","GodPVP","","Midha's Reckoning PVP God Roll","Barrel: Extended Barrel
Battery: Projection Fuse
Perk 1: Backup Plan
Perk 2: Successful Warm-Up
Masterwork: Range"
"Midha's Reckoning (Harrowed)","3904516037","Cornered | Corkscrew Rifling | Reservoir Burst | Smallbore | Cornered | Reservoir Burst | Enhanced Battery | Smallbore | Unrelenting | Surrounded | Enhanced Battery | Corkscrew Rifling | Surrounded | Unrelenting","1008128453|111235976|1427256713|1482024992|1799762209|254337357|2680121939|2860123632|3108830275|3708227201|3839493627|4090651448|781192741|855168139","GodPVE","","Midha's Reckoning PVE God Roll","Barrel: Smallbore (also good: Corkscrew Rifling)
Battery: Enhanced Battery
Perk 1: Cornered (also good: Unrelenting)
Perk 2: Surrounded or Reservoir Burst
Masterwork: Reload Speed"
"Midha's Reckoning (Harrowed)","3904516037","Extended Barrel | Backup Plan | Extended Barrel | Successful Warm-Up | Projection Fuse | Projection Fuse | Successful Warm-Up | Backup Plan","1467527085|1600092898|1932356121|2652708987|2800182654|2969185026|617966211|828056542","GodPVP","","Midha's Reckoning PVP God Roll","Barrel: Extended Barrel
Battery: Projection Fuse
Perk 1: Backup Plan
Perk 2: Successful Warm-Up
Masterwork: Range"
"Loaded Question","3125454907","Accelerated Coils | Reservoir Burst | Controlled Burst | Arrowhead Brake | Overflow | Accelerated Coils | Arrowhead Brake","1279785143|1427256713|2594592626|3048246338|3643424744|689005463|839105230","GodPVE","","Loaded Question PVE God Roll","Barrel: Arrowhead Brake
Battery: Accelerated Coils
Perk 1: Overflow
Perk 2: Reservoir Burst or Controlled Burst
Masterwork: Handling or Range"
"Loaded Question","3125454907","Under Pressure | Projection Fuse | Projection Fuse | Chambered Compensator | Chambered Compensator | Eye of the Storm","1645158859|2800182654|2969185026|3399528164|3661387068|699525795","GodPVP","","Loaded Question PVP God Roll","Barrel: Chambered Compensator
Battery: Projection Fuse
Perk 1: Under Pressure
Perk 2: Eye of the Storm
Masterwork: Handling or Range"
"Loaded Question (Adept)","2914913838","Accelerated Coils | Reservoir Burst | Controlled Burst | Arrowhead Brake | Overflow | Accelerated Coils | Arrowhead Brake","1279785143|1427256713|2594592626|3048246338|3643424744|689005463|839105230","GodPVE","","Loaded Question PVE God Roll","Barrel: Arrowhead Brake
Battery: Accelerated Coils
Perk 1: Overflow
Perk 2: Reservoir Burst or Controlled Burst
Masterwork: Handling or Range"
"Loaded Question (Adept)","2914913838","Under Pressure | Projection Fuse | Projection Fuse | Chambered Compensator | Chambered Compensator | Eye of the Storm","1645158859|2800182654|2969185026|3399528164|3661387068|699525795","GodPVP","","Loaded Question PVP God Roll","Barrel: Chambered Compensator
Battery: Projection Fuse
Perk 1: Under Pressure
Perk 2: Eye of the Storm
Masterwork: Handling or Range"
"Finite Maybe","3241217409","Fluted Barrel | Reservoir Burst | Reconstruction | Lead from Gold | Fluted Barrel | Controlled Burst | Reservoir Burst | Controlled Burst | Enhanced Battery | Lead from Gold | Enhanced Battery | Reconstruction","1124871858|1427256713|1523832109|1556840489|1840239774|2037312142|254337357|2594592626|2680121939|3442762221|3839493627|461595545","GodPVE","","Finite Maybe PVE God Roll","Barrel: Fluted Barrel
Battery: Enhanced Battery
Perk 1: Reconstruction (also good: Lead from Gold)
Perk 2: Controlled Burst (also good: Reservoir Burst)
Masterwork: Handling or Stability
Origin Trait: Frame of Reference"
"Finite Maybe","3241217409","Smallbore | Under Pressure | Successful Warm-Up | Projection Fuse | Smallbore | Projection Fuse | Under Pressure | Discord | Successful Warm-Up | Discord","1482024992|1645158859|2652708987|2800182654|2860123632|2969185026|3755250867|3978468247|617966211|906981559","GodPVP","","Finite Maybe PVP God Roll","Barrel: Smallbore
Battery: Projection Fuse
Perk 1: Under Pressure
Perk 2: Successful Warm-Up or Discord
Masterwork: Stability
Origin Trait: Frame of Reference"
"Burden of Guilt","976459525","Roar of Battle | Liquid Coils | Ambitious Assassin | Controlled Burst | Controlled Burst | Liquid Coils | Envious Arsenal | Chill Clip | Arrowhead Brake | Chill Clip | Ambitious Assassin | Envious Arsenal | Roar of Battle | Arrowhead Brake","1673863459|1687452232|2010801679|2037312142|2594592626|2777563320|2817499044|2978966579|3048246338|344235611|3797647183|3987942396|4236235115|839105230","GodPVE","","Burden of Guilt PVE God Roll","Barrel: Arrowhead Brake
Battery: Liquid Coils
Perk 1: Envious Arsenal (also good: Ambitious Assassin)
Perk 2: Chill Clip (also good: Controlled Burst)
Masterwork: Charge Time
Origin Trait: Roar of Battle"
"Burden of Guilt","976459525","Closing Time | Under Pressure | Kickstart | Fleet Footed | Projection Fuse | Projection Fuse | Arrowhead Brake | Under Pressure | Closing Time | Fleet Footed | Kickstart | Arrowhead Brake","1194056669|1645158859|1754714824|1939575288|2800182654|2969185026|3048246338|3755250867|3955464425|65797256|834262328|839105230","GodPVP","","Burden of Guilt PVP God Roll","Barrel: Arrowhead Brake
Battery: Projection Fuse
Perk 1: Under Pressure
Perk 2: Closing Time (also good: Kickstart)
Masterwork: Range
Origin Trait: Fleet Footed"
"Vengeful Whisper","839344841","Archer's Tempo | Successful Warm-Up | Elastic String | Explosive Head | Fiberglass Arrow Shaft | Elastic String | Fiberglass Arrow Shaft | Precision Instrument","201365942|2652708987|2801223209|3365897133|3429800428|3956406253|52802868|555281244","GodPVE","","Vengeful Whisper PVE God Roll","Bowstring: Elastic String
Arrow: Fiberglass Arrow Shaft
Perk 1: Explosive Head or Archer’s Tempo
Perk 2: Precision Instrument or Successful Warmup
Masterwork: Draw Time"
"Vengeful Whisper","839344841","Flexible String | Hip-Fire Grip | Archer's Tempo | High Ground | Successful Warm-Up | Fiberglass Arrow Shaft | Flexible String | Fiberglass Arrow Shaft","1777340333|1866048759|201365942|2319119708|2652708987|3429800428|4067834857|52802868","GodPVP","","Vengeful Whisper PVP God Roll","Bowstring: Flexible String
Arrow: Fiberglass Arrow Shaft
Perk 1: Archer’s Tempo or Hip-Fire Grip
Perk 2: Successful Warmup and High Ground
Masterwork: Draw Time"
"Submersion","3524386983","Serrated Bolts | Firing Line | Empowered Rail | Ensemble | Serrated Bolts | Ensemble | Charged Bolts | Charged Bolts | Chill Clip | Aggregate Charge | Chill Clip | Aggregate Charge | Firing Line | Bolt Scavenger | Empowered Rail | Bolt Scavenger","1069117426|1771339417|2398680997|2495011826|2552577806|2621346526|2783367502|2955427634|2978966579|3192447905|344235611|3764420437|395388285|4042220767|4196967425|883665727","GodPVE","","Submersion PVE God Roll","Rail: Empowered Rail
Bolt: Serrated Bolts or Charged Bolts
Perk 1: Bolt Scavenger or Ensemble
Perk 2: Chill Clip or Firing Line (also good: Aggregate Charge)
Masterwork: Persistence"
"Submersion","3524386983","Mag-lev Rail | High Ground | High Ground | Mag-lev Rail | Explosive Bolts | No Distractions | Chill Clip | Chill Clip | Explosive Bolts | Impulse Amplifier | No Distractions | Impulse Amplifier","1776069409|2140591236|2319119708|2385083333|2523856971|2866798147|2978966579|344235611|3603807747|3878366039|3974407819|951095735","GodPVP","","Submersion PVP God Roll","Rail: Mag-Lev Rail
Bolt: Explosive Bolts
Perk 1: Impulse Amplifier or No Distractions
Perk 2: High Ground or Chill Clip
Masterwork: Velocity"
"Submersion","1724104236","Serrated Bolts | Firing Line | Empowered Rail | Ensemble | Serrated Bolts | Ensemble | Charged Bolts | Charged Bolts | Chill Clip | Aggregate Charge | Chill Clip | Aggregate Charge | Firing Line | Bolt Scavenger | Empowered Rail | Bolt Scavenger","1069117426|1771339417|2398680997|2495011826|2552577806|2621346526|2783367502|2955427634|2978966579|3192447905|344235611|3764420437|395388285|4042220767|4196967425|883665727","GodPVE","","Submersion PVE God Roll","Rail: Empowered Rail
Bolt: Serrated Bolts or Charged Bolts
Perk 1: Bolt Scavenger or Ensemble
Perk 2: Chill Clip or Firing Line (also good: Aggregate Charge)
Masterwork: Persistence"
"Submersion","1724104236","Mag-lev Rail | High Ground | High Ground | Mag-lev Rail | Explosive Bolts | No Distractions | Chill Clip | Chill Clip | Explosive Bolts | Impulse Amplifier | No Distractions | Impulse Amplifier","1776069409|2140591236|2319119708|2385083333|2523856971|2866798147|2978966579|344235611|3603807747|3878366039|3974407819|951095735","GodPVP","","Submersion PVP God Roll","Rail: Mag-Lev Rail
Bolt: Explosive Bolts
Perk 1: Impulse Amplifier or No Distractions
Perk 2: High Ground or Chill Clip
Masterwork: Velocity"
"Raconteur","45643573","Headstone | Headstone | Explosive Head | Archer's Tempo | Successful Warm-Up | Elastic String | Explosive Head | Fiberglass Arrow Shaft | Archer's Tempo | Elastic String | Fiberglass Arrow Shaft | Successful Warm-Up","1171887445|124408337|1551736345|201365942|2652708987|2801223209|3365897133|3429800428|3523746922|3956406253|52802868|617966211","GodPVE","","Raconteur PVE God Roll","Bowstring: Elastic String
Arrow: Fiberglass Arrow Shaft
Perk 1: Archer’s Tempo
Perk 2: Headstone (also good: Explosive Head or Successful Warm-Up)
Masterwork: Accuracy"
